"","farmtype","hhsize","hhelectric","hhhdocc1","fplotarea1","yearsuse1","farmsalev","s1p1c1area","s1p1c1qharv","s1p1c1sold","pc1","extc","adm0","adm1","incfarm","incnfarm"
"4769","Medium","1-4","No","Farmer",2,"30-202",150000,"80-100",572,0,"27","2","niger","DOSSO",193700,"20-35"
"4770","Medium","6-7","No","Farmer",2,"10-20",175000,"60-80",627,0,"27","2","niger","DOSSO",103140,"20-35"
"4771","Large","8-48","No","Farmer",1.25,"20-30",1625000,"60-80",2062.5,0,"27","2","niger","DOSSO",336420,"5-20"
"4772","Medium","6-7","No","Farmer",2,"30-202",1e+05,"80-100",5675,0,"27","1","niger","DOSSO",72350,"20-35"
"4773","Medium","8-48","No","Farmer",0.5,"20-30",50000,"50-60",25,0,"50","1","niger","DOSSO",112750,"5-20"
"4774","Medium","7-8","No","Farmer",7,"10-20",650000,"60-80",825,0,"27","1","niger","DOSSO",210950,"20-35"
"4775","Small","4-6","No","Farmer",2,"30-202",50000,"60-80",1125,0,"27","1","niger","DOSSO",177600,"20-35"
"4776","Small","1-4","No","Farmer",0.5,"0-5",50000,"50-60",50,0,"12","1","niger","DOSSO",278750,"0.5-5"
"4777","Large","8-48","No","Farmer",2.5,"30-202",250000,"60-80",2000,0,"27","1","niger","DOSSO",299350,"5-20"
"4778","Medium","7-8","No","Farmer",4,"20-30",2e+05,"80-100",788,0,"27","2","niger","DOSSO",196760,"35-52"
"4779","Medium","8-48","No","Farmer",1,"20-30",62500,"35.20999908-50",1437.5,0,"27","1","niger","DOSSO",403040,"35-52"
"4780","Small","6-7","No","Farmer",7,"20-30",1e+06,"20-35.20999908",400,0,"27","1","niger","DOSSO",469000,"20-35"
"4781","Medium","7-8","No","Farmer",3,"20-30",2e+05,"60-80",1075,0,"27","2","niger","DOSSO",280360,"20-35"
"4782","Medium","6-7","No","Farmer",5,"20-30",5e+05,"80-100",2400,0,"27","2","niger","DOSSO",417100,"5-20"
"4783","Large","8-48","No","Farmer",3,"30-202",350000,"60-80",1875,0,"27","2","niger","DOSSO",249030,"5-20"
"4784","Medium","7-8","No","Farmer",2,"10-20",175000,"50-60",1638,0,"27","1","niger","DOSSO",201190,"20-35"
"4785","Medium","6-7","No","Farmer",1,"5-10",75000,"50-60",625,0,"27","1","niger","DOSSO",114030,"5-20"
"4786","Medium","7-8","No","Farmer",1.5,"20-30",12500,"60-80",1875,0,"27","1","niger","DOSSO",326100,"5-20"
"4787","Large","8-48","No","Farmer",3,"10-20",250000,"50-60",1250,0,"27","1","niger","DOSSO",243100,"0.5-5"
"4788","Medium","8-48","No","Farmer",1,"20-30",0,"80-100",350,0,"27","2","niger","DOSSO",188300,"5-20"
"4789","Large","8-48","No","Farmer",5,"10-20",350000,"20-35.20999908",625,0,"27","1","niger","DOSSO",405850,"5-20"
"4790","Small","4-6","No","Agricultural Labour",2.5,"10-20",550000,"35.20999908-50",2016,0,"27","2","niger","MARADI",260000,"20-35"
"4791","Medium","8-48","No","Farmer",2,"5-10",1387500,"35.20999908-50",5775,1575,"27","1","niger","MARADI",3220000,"35-52"
"4792","Medium","7-8","No","Farmer",3,"10-20",1e+06,"35.20999908-50",2205,420,"27","1","niger","MARADI",212000,"5-20"
"4793","Small","6-7","No","Farmer",1,"0-5",3e+05,"35.20999908-50",2520,0,"27","1","niger","MARADI",330000,"5-20"
"4794","Large","8-48","No","Farmer",2,"5-10",6e+05,"35.20999908-50",1554,0,"27","1","niger","MARADI",1600000,"5-20"
"4795","Small","6-7","No","Farmer",1.5,"0-5",350000,"35.20999908-50",3150,0,"27","1","niger","MARADI",556000,"20-35"
"4796","Small","6-7","No","Farmer",3,"10-20",1e+06,"0-20",1596,630,"27","1","niger","MARADI",446000,"35-52"
"4797","Small","4-6","No","Farmer",2,"30-202",3e+05,"50-60",630,0,"27","1","niger","MARADI",3e+05,"20-35"
"4798","Medium","8-48","No","Farmer",2,"30-202",575000,"35.20999908-50",1470,0,"27","1","niger","MARADI",680000,"20-35"
"4799","Large","8-48","No","Farmer",4,"30-202",4e+05,"50-60",1050,0,"27","2","niger","MARADI",0,"0-0"
"4800","Medium","6-7","No","Farmer",2,"10-20",975000,"35.20999908-50",2016,0,"27","1","niger","MARADI",620000,"35-52"
"4801","Large","8-48","No","Farmer",5,"30-202",2850000,"35.20999908-50",9093,6363,"27","1","niger","MARADI",2540000,"20-35"
"4802","Small","1-4","No","Farmer",2.5,"5-10",1500000,"35.20999908-50",4620,420,"27","1","niger","MARADI",582000,"20-35"
"4803","Small","1-4","No","Farmer",2,"5-10",450000,"35.20999908-50",1470,420,"27","2","niger","MARADI",380000,"20-35"
"4804","Large","8-48","No","Farmer",2.5,"30-202",2e+06,"35.20999908-50",7560,0,"27","2","niger","MARADI",5e+05,"20-35"
"4805","Large","8-48","No","Farmer",6,"30-202",2100000,"35.20999908-50",2520,0,"27","1","niger","MARADI",0,"0-0"
"4806","Medium","8-48","No","Farmer",3.5,"20-30",1e+06,"35.20999908-50",945,210,"27","1","niger","MARADI",365000,"52-80"
"4807","Large","8-48","No","Farmer",2,"30-202",425000,"35.20999908-50",2604,504,"27","2","niger","MARADI",720000,"5-20"
"4808","Small","4-6","No","Farmer",4,"30-202",1e+06,"35.20999908-50",2520,0,"27","1","niger","MARADI",540000,"20-35"
"4809","Small","1-4","No","Agricultural Labour",1,"20-30",375000,"35.20999908-50",1890,1260,"27","2","niger","MARADI",5e+05,"20-35"
"4810","Medium","8-48","No","Farmer",7,"30-202",1050000,"20-35.20999908",2793,693,"27","1","niger","MARADI",1060000,"20-35"
"4811","Small","6-7","No","Farmer",4,"5-10",850000,"35.20999908-50",1470,0,"27","1","niger","MARADI",520000,"35-52"
"4812","Small","4-6","No","Farmer",2,"10-20",6e+05,"50-60",3210,630,"27","2","niger","MARADI",352000,"0.5-5"
"4813","Small","8-48","No","Farmer",1.5,"10-20",540000,"50-60",2100,840,"27","1","niger","MARADI",136000,"0.5-5"
"4814","Small","1-4","No","Farmer",1,"5-10",220000,"35.20999908-50",861,168,"27","1","niger","MARADI",360000,"20-35"
"4815","Small","6-7","No","Farmer",1.5,"10-20",4e+05,"50-60",420,0,"27","1","niger","MARADI",230000,"52-80"
"4816","Small","4-6","No","Farmer",1.5,"20-30",5e+05,"50-60",1197,0,"27","1","niger","MARADI",280000,"52-80"
"4817","Small","6-7","No","Farmer",2,"10-20",650000,"35.20999908-50",1197,0,"27","1","niger","MARADI",220000,"35-52"
"4818","Small","6-7","No","Farmer",2,"10-20",550000,"35.20999908-50",1470,420,"27","1","niger","MARADI",170000,"5-20"
"4819","Large","8-48","No","Artisan",6,"30-202",1e+06,"50-60",1785,0,"27","1","niger","MARADI",1028000,"52-80"
"4820","Medium","7-8","No","Farmer",5.5,"5-10",160000,"60-80",800,0,"27","2","niger","MARADI",7e+05,"20-35"
"4821","Small","7-8","No","Farmer",4,"30-202",30000,"35.20999908-50",250,0,"27","2","niger","MARADI",140000,"0.5-5"
"4822","Small","1-4","No","Farmer",2.5,"30-202",1e+05,"80-100",1050,0,"27","2","niger","MARADI",437250,"5-20"
"4823","Large","8-48","No","Farmer",6,"30-202",250000,"0-20",80,0,"27","2","niger","MARADI",231300,"5-20"
"4824","Medium","7-8","Yes","Agricultural Labour",10,"5-10",5e+05,"80-100",920,0,"27","2","niger","MARADI",7425000,"52-80"
"4825","Small","6-7","Yes","Farmer",6,"10-20",4e+05,"80-100",1425,0,"27","2","niger","MARADI",1250000,"20-35"
"4826","Medium","8-48","No","Farmer",7,"30-202",4e+05,"80-100",10,0,"27","2","niger","MARADI",450000,"0.5-5"
"4827","Medium","8-48","No","Farmer",6,"20-30",330000,"80-100",1050,0,"27","2","niger","MARADI",637000,"35-52"
"4828","Small","1-4","No","Farmer",7,"10-20",170000,"60-80",1625,0,"27","2","niger","MARADI",227000,"5-20"
"4829","Medium","6-7","Yes","Farmer",5,"30-202",2e+05,"80-100",1425,0,"27","2","niger","MARADI",589000,"52-80"
"4830","Small","7-8","No","Farmer",10,"30-202",350000,"80-100",800,0,"27","2","niger","MARADI",1150000,"20-35"
"4831","Small","4-6","Yes","Farmer",3,"5-10",1e+05,"80-100",543,0,"27","2","niger","MARADI",160000,"35-52"
"4832","Large","8-48","No","Farmer",9,"20-30",560000,"0-20",600,0,"27","1","niger","MARADI",4e+06,"52-80"
"4833","Large","8-48","No","Farmer",15,"30-202",1200000,"60-80",7500,0,"27","2","niger","MARADI",4500000,"35-52"
"4834","Medium","7-8","No","Farmer",11,"5-10",550000,"80-100",1812,500,"27","2","niger","MARADI",4e+05,"5-20"
"4835","Small","4-6","No","Farmer",5.5,"5-10",120000,"80-100",625,0,"27","2","niger","MARADI",3e+05,"0-0"
"4836","Small","6-7","Yes","Farmer",7,"0-5",190000,"80-100",1600,0,"44","2","niger","MARADI",950000,"52-80"
"4837","Medium","8-48","No","Farmer",6,"20-30",0,"80-100",1300,0,"27","2","niger","MARADI",750000,"52-80"
"4838","Medium","6-7","Yes","Farmer",2,"10-20",1e+05,"20-35.20999908",563,0,"27","2","niger","MARADI",750000,"52-80"
"4839","Small","1-4","No","Farmer",3.5,"5-10",1e+05,"80-100",300,0,"27","2","niger","MARADI",750000,"52-80"
"4840","Medium","6-7","No","Farmer",1.5,"5-10",55000,"80-100",450,0,"27","2","niger","MARADI",450000,"5-20"
"4841","Medium","6-7","No","Farmer",6,"5-10",250000,"80-100",1000,0,"27","2","niger","MARADI",5e+05,"35-52"
"4842","Small","1-4","No","Farmer",2,"5-10",1e+05,"80-100",300,0,"27","2","niger","MARADI",550000,"35-52"
"4843","Medium","6-7","No","Farmer",3,"30-202",1e+05,"80-100",480,0,"27","2","niger","MARADI",6e+05,"52-80"
"4844","Medium","6-7","Yes","Farmer",3.5,"5-10",160000,"80-100",200,0,"27","2","niger","MARADI",746000,"5-20"
"4845","Medium","7-8","No","Farmer",5,"30-202",240000,"80-100",450,0,"27","2","niger","MARADI",840000,"35-52"
"4846","Medium","7-8","No","Farmer",5,"30-202",1e+06,"80-100",1600,0,"27","2","niger","MARADI",937200,"5-20"
"4847","Medium","8-48","No","Farmer",20,"30-202",1550000,"80-100",3150,0,"27","2","niger","MARADI",2118400,"20-35"
"4848","Small","1-4","No","Farmer",1,"5-10",40000,"80-100",315,0,"44","2","niger","MARADI",150000,"20-35"
"4849","Large","4-6","No","Farmer",22,"5-10",625000,"80-100",4000,0,"27","2","niger","MARADI",1373200,"20-35"
"4850","Medium","6-7","No","Farmer",6,"0-5",6e+05,"60-80",4375,0,"27","2","niger","MARADI",790000,"80-100"
"4851","Medium","7-8","Yes","Office Worker",4,"10-20",2e+05,"60-80",1250,0,"27","2","niger","MARADI",950000,"35-52"
"4852","Medium","8-48","No","Farmer",3,"10-20",3e+05,"60-80",2125,0,"27","2","niger","MARADI",670000,"20-35"
"4853","Medium","7-8","No","Other",2,"10-20",3e+05,"80-100",50,0,"12","2","niger","MARADI",1e+06,"52-80"
"4854","Medium","8-48","No","Farmer",3.400000095,"20-30",390000,"80-100",1440,1440,"22","2","niger","MARADI",1500000,"20-35"
"4855","Small","4-6","No","Farmer",2,"10-20",45000,"80-100",362.5,0,"27","2","niger","MARADI",2e+05,"0.5-5"
"4856","Medium","8-48","No","Farmer",2,"10-20",70000,"100-100",375,0,"27","2","niger","MARADI",1e+06,"35-52"
"4857","Medium","7-8","No","Farmer",2,"5-10",70000,"80-100",375,0,"27","2","niger","MARADI",1500000,"52-80"
"4858","Medium","7-8","No","Farmer",4,"5-10",5e+05,"80-100",750,0,"22","2","niger","MARADI",3e+06,"35-52"
"4859","Medium","7-8","Yes","Other",2.5,"10-20",425000,"80-100",1175,0,"22","2","niger","MARADI",5500000,"52-80"
"4860","Medium","7-8","No","Farmer",8,"10-20",960000,"60-80",1937.5,0,"12","2","niger","MARADI",4e+06,"52-80"
"4861","Medium","8-48","Yes","Farmer",2,"30-202",2e+05,"80-100",250,0,"22","2","niger","MARADI",1e+06,"20-35"
"4862","Medium","7-8","Yes","Farmer",20,"30-202",1400000,"60-80",3125,0,"12","2","niger","MARADI",6500000,"35-52"
"4863","Medium","8-48","No","Farmer",5,"20-30",3e+05,"60-80",1000,0,"12","2","niger","MARADI",3e+06,"35-52"
"4864","Medium","8-48","Yes","Farmer",6,"20-30",6e+05,"80-100",750,0,"12","2","niger","MARADI",1700000,"35-52"
"4865","Medium","6-7","Yes","Farmer",13,"20-30",3500000,"80-100",4375,1875,"12","2","niger","MARADI",2500000,"5-20"
"4866","Medium","7-8","No","Farmer",2,"30-202",0,"80-100",987.5,0,"27","2","niger","MARADI",55000,"5-20"
"4867","Medium","8-48","No","Farmer",5,"30-202",1400000,"80-100",2500,0,"12","2","niger","MARADI",3e+06,"5-20"
"4868","Medium","7-8","No","Farmer",3,"10-20",0,"80-100",750,0,"27","2","niger","MARADI",950000,"0.5-5"
"4869","Medium","8-48","No","Agricultural Labour",3.5,"10-20",1e+06,"60-80",1440,1440,"22","2","niger","MARADI",3e+06,"52-80"
"4870","Medium","7-8","Yes","Farmer",150,"30-202",0,"60-80",31250,15000,"12","2","niger","MARADI",6e+07,"5-20"
"4871","Medium","8-48","No","Farmer",4,"5-10",0,"60-80",625,0,"27","2","niger","MARADI",1500000,"20-35"
