farmtype,hhsize,hhelectric,hhhdocc1,fplotarea1,plotunits,yearsuse1,farmsalev,s1p1c1area,s1p1c1qharv,s1p1c1cons,s1p1c1lives,s1p1c1lost,s1p1c1sold,pc1,extc,adm0,adm1,incfarm,incnfarm,"""cleanData2$adm0"""
2,8,2,1,1.75,HA,10,500000,100,1500,1000,200,150,0,44,1,burkinafaso,Komandjari,0,400000,cleanData2$adm0
3,5,2,1,6,HA,8,650000,16.65999985,4000,2400,300,800,900,14,1,burkinafaso,Gourma,1077500,0,cleanData2$adm0
1,4,2,1,2,HA,7,650000,75,1500,1300,0,50,100,44,1,burkinafaso,Gourma,8500,0,cleanData2$adm0
1,22,2,1,6,HA,10,650000,50,3100,2900,300,500,500,44,1,burkinafaso,Gourma,46000,0,cleanData2$adm0
3,15,2,1,9,HA,6,600000,50,4000,3200,0,100,700,26,1,burkinafaso,Houet,2500000,8,cleanData2$adm0
2,8,2,1,5,HA,20,350000,50,5000,2800,0,200,2000,44,2,burkinafaso,Houet,2800000,5,cleanData2$adm0
3,10,2,2,10,HA,26,650000,50,7000,7000,0,100,0,26,1,burkinafaso,Houet,100000,8,cleanData2$adm0
1,3,2,1,4,HA,90,650000,50,3000,2200,0,200,600,26,1,burkinafaso,Houet,1000000,8,cleanData2$adm0
2,8,2,2,5,HA,15,700000,60,5000,2800,0,200,2000,26,1,burkinafaso,Houet,300000,8,cleanData2$adm0
1,6,2,2,3,HA,15,550000,50,3000,2450,0,50,500,26,1,burkinafaso,Houet,300000,100,cleanData2$adm0
1,8,2,2,4,HA,15,450000,62.5,4000,3900,0,100,100,26,1,burkinafaso,Houet,2100000,8,cleanData2$adm0
2,8,2,2,5,HA,12,550000,40,4000,3400,0,100,500,26,1,burkinafaso,Houet,4500000,8,cleanData2$adm0
2,8,2,2,5,HA,20,1000000,40,3000,2500,0,100,400,26,1,burkinafaso,Houet,4200000,8,cleanData2$adm0
2,11,2,2,6,HA,15,525000,50,4000,3450,0,50,500,26,1,burkinafaso,Houet,4100000,8,cleanData2$adm0
2,6,2,1,5,HA,30,650000,60,3000,2500,0,100,400,26,1,burkinafaso,Houet,2100000,8,cleanData2$adm0
1,9,2,1,3,HA,12,950000,33.33000183,2500,2400,0,100,100,26,1,burkinafaso,Houet,1300000,8,cleanData2$adm0
3,15,2,1,12,HA,4,650000,60,8773,5,0,5,8768,14,1,burkinafaso,Tuy,1922625,0.0155999996,cleanData2$adm0
2,12,2,1,4.5,HA,8,650000,35.70000076,4700,2000,0,20,1500,26,1,burkinafaso,Tuy,576500,0.1509000063,cleanData2$adm0
1,4,2,1,2.5,HA,15,650000,40,1900,600,0,200,500,26,1,burkinafaso,Tuy,379350,1.110000014,cleanData2$adm0
3,18,2,1,9,HA,18,1250000,43.13000107,6300,0,0,100,6300,14,1,burkinafaso,Tuy,858925,0.1256999969,cleanData2$adm0
2,9,2,1,7,HA,19,355000,42.84999847,1500,1390,7,30,110,27,1,burkinafaso,Tuy,150400,0.3300000131,cleanData2$adm0
2,14,2,1,10,HA,6,3100000,50,20000,2000,0,0,15000,26,1,burkinafaso,Tuy,2048000,0.1199999973,cleanData2$adm0
2,9,2,1,3,HA,8,3500000,20,2400,0,0,250,2400,14,1,burkinafaso,Tuy,770000,0.0320000015,cleanData2$adm0
1,10,2,1,4.5,HA,10,650000,55.5,2200,1100,0,1800,100,26,2,burkinafaso,Tuy,350000,0.0700000003,cleanData2$adm0
3,14,2,1,8,HA,6,1550000,56.09999847,8000,0,0,500,8000,14,1,burkinafaso,Tuy,1652000,0.1270000041,cleanData2$adm0
3,37,2,1,12.5,HA,30,3750000,31.700000760000002,11627.5,0,120,500,11627.5,14,1,burkinafaso,Tuy,2529507,0,cleanData2$adm0
1,12,2,1,3.25,HA,8,875000,25,2624,400,0,300,6560,14,1,burkinafaso,Tuy,726815,0.0755999982,cleanData2$adm0
1,7,2,1,2.25,HA,1,500000,45,8725,700,0,9,1900,26,1,burkinafaso,Tuy,142250,0.1550000012,cleanData2$adm0
3,26,1,1,11,HA,4,2200000,50,10350,0,0,2000,10350,14,1,burkinafaso,Tuy,1926500,1.029999971,cleanData2$adm0
1,6,2,1,3,HA,10,350000,28.5,2000,2000,0,300,0,26,2,burkinafaso,Tuy,46350,0,cleanData2$adm0
3,11,2,1,10.86999989,HA,6,10000000,42.70000076,7174,0,0,0,1174,14,1,burkinafaso,Tuy,1485702,0.0148,cleanData2$adm0
2,16,2,1,4,HA,6,5000000,14,700,700,0,2500,0,26,1,burkinafaso,Tuy,201150,1.730000019,cleanData2$adm0
1,11,1,3,5.5,HA,20,560000,36,1400,400,0,0,0,44,1,burkinafaso,Tuy,91000,3.950000048,cleanData2$adm0
1,10,2,1,4,HA,16,650000,40,2450,0,0,180,2450,14,1,burkinafaso,Tuy,381560,0.523999989,cleanData2$adm0
3,26,2,1,9.25,HA,14,1475000,34,5600,0,0,500,5600,14,1,burkinafaso,Tuy,1205600,0.5600000024,cleanData2$adm0
1,11,2,1,5,HA,40,5000000,50,25000,300,0,600,24000,25,1,burkinafaso,Houet,500000,8,cleanData2$adm0
2,8,2,1,7,HA,20,20000000,50,9000,200,0,500,8000,22,1,burkinafaso,Houet,400000,8,cleanData2$adm0
2,8,2,1,4,HA,6,650000,50,3500,1000,0,0,2500,26,1,burkinafaso,Kenedougou,461650,0,cleanData2$adm0
3,9,2,1,9,HA,10,650000,22.21999931,4000,1200,0,0,2800,26,1,burkinafaso,Kenedougou,697680,0,cleanData2$adm0
3,31,2,1,9,HA,45,650000,49,26400,18400,0,600,6000,26,1,burkinafaso,Kenedougou,3600000,8,cleanData2$adm0
2,8,2,1,16,HA,24,1000000,75,8670,7225,289,289,2000,27,1,burkinafaso,Kossi,587500,8,cleanData2$adm0
2,4,2,1,6,HA,5,200000,40,4080,3519,34,816,510,27,1,burkinafaso,Kossi,280555,8,cleanData2$adm0
2,8,2,1,8.5,HA,12,200000,50,3264,3264,0,816,0,27,1,burkinafaso,Kossi,37060,8,cleanData2$adm0
2,3,2,1,5,HA,14,300000,75,1224,1190,0,459,100,27,1,burkinafaso,Kossi,74200,8,cleanData2$adm0
2,8,2,1,3,HA,20,650000,40,1500,700,0,100,800,27,1,burkinafaso,Kossi,345250,8,cleanData2$adm0
2,12,2,1,7,HA,20,650000,50,4400,4000,0,4000,300,27,1,burkinafaso,Kossi,142200,8,cleanData2$adm0
2,12,2,1,6,HA,22,150000,55,3200,3100,100,100,100,22,1,burkinafaso,Kossi,50000,8,cleanData2$adm0
1,8,2,1,3,HA,23,100000,70,1600,1600,0,51,0,22,1,burkinafaso,Kossi,77000,2,cleanData2$adm0
2,6,2,1,4,HA,15,300000,60,2448,2411,0,459,100,27,1,burkinafaso,Kossi,438974,100000,cleanData2$adm0
2,2,2,1,4,HA,1,75000,60,1836,1581,34,170,204,27,1,burkinafaso,Kossi,57207,50000,cleanData2$adm0
2,7,2,1,5,HA,5,1500000,60,4488,2703,102,408,1632,27,1,burkinafaso,Kossi,188416,8,cleanData2$adm0
2,7,2,1,4,HA,5,1500000,30,1836,1768,34,51,100,27,1,burkinafaso,Kossi,262459,50000,cleanData2$adm0
2,3,2,1,2,HA,4,250000,80,800,300,0,100,400,26,1,burkinafaso,Kossi,80000,8,cleanData2$adm0
1,8,2,1,2,HA,20,1000000,40,200,200,0,600,0,27,1,burkinafaso,Kossi,31000,210000,cleanData2$adm0
2,7,2,1,3,HA,10,1000000,50,3000,15000,34,200,800,27,1,burkinafaso,Kossi,170025,70000,cleanData2$adm0
2,13,2,1,6,HA,10,2000000,50,7000,1428,200,900,240,27,1,burkinafaso,Kossi,966900,100000,cleanData2$adm0
2,8,2,1,7,HA,5,100000000,35,2448,2431,0,170,100,27,1,burkinafaso,Kossi,326126,60000,cleanData2$adm0
2,7,2,1,7,HA,4,2000000,40,2448,2431,0,170,100,27,1,burkinafaso,Kossi,119775,100000,cleanData2$adm0
2,5,2,1,6,HA,33,5000000,55,1020,986,0,85,100,27,1,burkinafaso,Kossi,63500,8,cleanData2$adm0
2,6,2,1,5,HA,17,500000,35,2570,2468,85,170,100,27,1,burkinafaso,Kossi,96705,8,cleanData2$adm0
2,9,2,1,3,HA,30,2300000,60,2000,1600,0,400,400,14,1,burkinafaso,Kossi,85675,200000,cleanData2$adm0
2,10,2,1,4,HA,39,1000000,60,1600,1200,0,100,100,27,1,burkinafaso,Kossi,217315,150000,cleanData2$adm0
2,10,2,1,3,HA,21,10000000,35,2000,400,51,51,100,27,1,burkinafaso,Kossi,230810,70000,cleanData2$adm0
2,6,2,1,3,HA,9,150000,25,4000,0,0,85,4000,27,1,burkinafaso,Kossi,570050,70000,cleanData2$adm0
1,5,2,12,0.5,HA,20,1250000,1,25,15,0,0,10,44,1,burkinafaso,Kouritenga,6,75,cleanData2$adm0
1,3,2,2,0.400000006,HA,25,1000000,10,40,20,0,0,20,12,1,burkinafaso,Kouritenga,6,25,cleanData2$adm0
1,5,2,1,0.3899999857,HA,40,800000,50,250,200,0,0,50,27,1,burkinafaso,Kouritenga,6,15,cleanData2$adm0
1,6,2,1,0.2700000107,HA,40,1000000,30,580,0,0,0,80,22,1,burkinafaso,Kouritenga,6,100,cleanData2$adm0
1,6,2,1,1.230000019,HA,15,1200000,10,190,90,0,0,100,22,1,burkinafaso,Kouritenga,6,10,cleanData2$adm0
1,10,2,1,1.700000048,HA,40,500000,50,672,60,0,0,612,26,1,burkinafaso,Kouritenga,6,75,cleanData2$adm0
1,3,2,1,1.539999962,HA,25,650000,30,500,50,0,0,450,26,1,burkinafaso,Kouritenga,6,15,cleanData2$adm0
1,6,2,1,1.429999948,HA,25,650000,40,250,50,0,0,200,27,1,burkinafaso,Kouritenga,6,30,cleanData2$adm0
1,6,2,1,0.4499999881,HA,35,600000,10,100,100,0,0,0,27,1,burkinafaso,Kouritenga,6,20,cleanData2$adm0
1,6,2,1,1.429999948,HA,30,1500000,10,500,0,0,0,500,27,1,burkinafaso,Kouritenga,6,20,cleanData2$adm0
2,8,2,1,1.779999971,HA,35,650000,30,860,0,0,0,860,27,1,burkinafaso,Kouritenga,6,15,cleanData2$adm0
1,1,2,1,0.4799999893,HA,40,600000,45,300,100,0,0,200,27,1,burkinafaso,Kouritenga,6,20,cleanData2$adm0
1,4,2,1,0.7699999809,HA,15,650000,50,730,250,0,0,480,27,1,burkinafaso,Kouritenga,6,30,cleanData2$adm0
1,5,2,1,2.430000067,HA,18,500000,20,500,420,0,0,100,27,1,burkinafaso,Kouritenga,6,70,cleanData2$adm0
1,3,2,1,4.5399999619999996,HA,10,650000,30,750,250,0,0,500,27,1,burkinafaso,Kouritenga,6,50,cleanData2$adm0
1,9,2,1,1.5,HA,45,1500000,50,600,600,0,0,0,44,1,burkinafaso,Kouritenga,6,40,cleanData2$adm0
2,8,2,1,1.559999943,HA,40,650000,60,1860,860,0,0,1000,44,1,burkinafaso,Kouritenga,6,30,cleanData2$adm0
1,6,2,1,1.330000043,HA,25,3000000,50,1500,1000,0,0,500,44,1,burkinafaso,Kouritenga,6,60,cleanData2$adm0
1,9,2,1,1.870000005,HA,8,2400000,50,700,700,0,0,0,44,1,burkinafaso,Kouritenga,6,25,cleanData2$adm0
1,5,2,1,1.320000052,HA,9,650000,50,500,500,0,0,0,44,1,burkinafaso,Kouritenga,6,15,cleanData2$adm0
1,3,2,1,1.110000014,HA,5,650000,60,300,300,0,0,0,44,1,burkinafaso,Kouritenga,6,30,cleanData2$adm0
1,5,2,1,1.570000052,HA,6,1600000,40,500,500,0,0,0,44,1,burkinafaso,Kouritenga,6,30,cleanData2$adm0
1,6,2,1,1.450000048,HA,27,650000,30,400,400,0,0,0,44,1,burkinafaso,Kouritenga,6,30,cleanData2$adm0
1,6,2,1,1.700000048,HA,48,1500000,50,750,750,0,0,0,44,1,burkinafaso,Kouritenga,6,20,cleanData2$adm0
2,11,1,1,3,HA,5,3000000,50,400,1200,100,300,2000,44,1,burkinafaso,Bale,558750,8,cleanData2$adm0
1,7,2,1,3,HA,17,3000000,50,1960,1000,0,200,960,39,1,burkinafaso,Bale,114000,100000,cleanData2$adm0
1,8,2,1,4.5,HA,18,1200000,22.21999931,900,850,0,50,50,44,1,burkinafaso,Bale,22750,20000,cleanData2$adm0
1,11,1,1,3,HA,18,4500000,41.66999817,1200,1164,0,100,36,26,1,burkinafaso,Bale,2475,8,cleanData2$adm0
1,12,2,1,4.25,HA,37,2000000,35.29000092,450,450,0,50,0,27,2,burkinafaso,Bale,5618855,8,cleanData2$adm0
2,21,2,1,4.5,HA,32,650000,44.43999863,700,700,0,700,0,27,1,burkinafaso,Bale,592100,8,cleanData2$adm0
2,19,2,1,8,HA,20,2500000,25,100,100,30,3900,100,26,1,burkinafaso,Bale,216000,8,cleanData2$adm0
2,25,2,1,5,HA,30,10000000,25,3400,3400,0,150,0,27,1,burkinafaso,Mou Houn,4856500,8,cleanData2$adm0
2,14,2,1,4,HA,50,650000,21,1650,1650,0,160,0,27,1,burkinafaso,Mou Houn,1306200,8,cleanData2$adm0
1,10,2,1,3,HA,6,3000000,17,500,0,0,500,500,27,1,burkinafaso,Mou Houn,207500,0.0700000003,cleanData2$adm0
2,15,2,1,5.5,HA,30,10000000,66.59999847,5300,0,0,700,5300,27,1,burkinafaso,Mou Houn,1107500,0.1800000072,cleanData2$adm0
1,7,2,1,2,HA,32,2300000,60,2000,2000,0,500,0,27,1,burkinafaso,Mou Houn,657500,0.5,cleanData2$adm0
2,19,2,1,6,HA,50,2675000,40,4200,4200,0,1800,0,27,1,burkinafaso,Mou Houn,1347000,8,cleanData2$adm0
1,15,2,1,3.5,HA,30,5000000,57,1800,1800,0,900,0,27,1,burkinafaso,Mou Houn,483000,0.25,cleanData2$adm0
1,8,2,1,5,HA,41,2000000,60,1800,1800,0,150,0,27,1,burkinafaso,Mou Houn,350000,0,cleanData2$adm0
2,32,2,1,16,HA,24,100000000,56.25,16000,0,0,2000,16000,27,1,burkinafaso,Mou Houn,5076000,0,cleanData2$adm0
2,9,2,1,5,HA,40,750000,45.45000076,1950,1850,0,900,100,27,1,burkinafaso,Mou Houn,955500,8,cleanData2$adm0
2,21,2,1,9,HA,15,1000000,43.75,8125,0,0,1000,8125,27,1,burkinafaso,Mou Houn,100000,8,cleanData2$adm0
1,8,2,1,3,HA,10,500000,66.59999847,1400,1400,0,200,0,27,1,burkinafaso,Mou Houn,317000,8,cleanData2$adm0
2,17,2,1,6,HA,35,2500000,40,3600,0,0,800,3600,27,1,burkinafaso,Mou Houn,2214500,8,cleanData2$adm0
2,7,2,2,2,HA,10,650000,25,400,200,0,50,150,27,1,burkinafaso,Namentenga,625000,8,cleanData2$adm0
2,27,2,2,5,HA,40,650000,40,1500,1000,0,100,400,27,1,burkinafaso,Namentenga,540000,20,cleanData2$adm0
1,7,2,2,3,HA,30,650000,33.33000183,700,300,0,0,300,27,2,burkinafaso,Namentenga,235000,10,cleanData2$adm0
1,11,2,2,3,HA,20,650000,33.33000183,700,400,0,50,200,27,1,burkinafaso,Namentenga,130000,80,cleanData2$adm0
2,9,2,2,3,HA,50,650000,33.33000183,700,500,0,50,0,27,1,burkinafaso,Namentenga,195000,60,cleanData2$adm0
1,9,2,2,2.5,HA,15,750000,40,700,500,0,50,100,27,1,burkinafaso,Namentenga,100000,100,cleanData2$adm0
2,10,2,2,3,HA,50,650000,33.33000183,700,500,0,100,0,27,1,burkinafaso,Namentenga,490000,50,cleanData2$adm0
3,25,2,1,3,HA,50,650000,66.66999817,1400,1100,0,200,0,27,1,burkinafaso,Namentenga,450000,150,cleanData2$adm0
2,18,2,1,2,HA,20,20000000,75,1500,1300,200,0,0,27,1,burkinafaso,Namentenga,420000,8,cleanData2$adm0
2,17,2,1,3,HA,20,650000,50,1100,800,0,100,0,27,1,burkinafaso,Namentenga,480000,30,cleanData2$adm0
2,26,2,1,4,HA,45,650000,75,3000,2500,0,300,0,27,1,burkinafaso,Namentenga,750000,20,cleanData2$adm0
2,15,2,1,3,HA,30,5000000,66.66999817,2000,1200,0,100,600,27,1,burkinafaso,Namentenga,100000,80,cleanData2$adm0
3,28,2,2,5,HA,20,650000,20,700,400,0,0,200,27,1,burkinafaso,Namentenga,180000,80,cleanData2$adm0
2,23,2,2,5,HA,15,650000,90,5400,3000,200,0,2000,27,1,burkinafaso,Namentenga,35000,60,cleanData2$adm0
1,10,2,7,3,HA,30,500000,33.33000183,800,500,0,100,200,27,1,burkinafaso,Namentenga,515000,50,cleanData2$adm0
2,15,2,1,3,HA,15,650000,66.66999817,1500,1100,100,0,0,27,1,burkinafaso,Namentenga,500000,80,cleanData2$adm0
2,6,2,1,3,HA,15,650000,15,371,125,0,25,246,12,1,burkinafaso,Kourweogo,90750,8,cleanData2$adm0
1,5,2,1,1.5,HA,12,1200000,25,350,350,0,0,0,44,1,burkinafaso,Kourweogo,72500,8,cleanData2$adm0
3,8,2,1,3,HA,10,650000,30,400,400,0,0,0,44,1,burkinafaso,Kourweogo,108750,8,cleanData2$adm0
2,7,2,1,2,HA,10,650000,20,250,100,0,0,150,44,1,burkinafaso,Kourweogo,128750,8,cleanData2$adm0
3,4,2,1,3,HA,19,650000,15,360,335,0,25,0,27,1,burkinafaso,Kourweogo,52500,8,cleanData2$adm0
3,8,2,1,3,HA,21,650000,25,360,360,0,0,0,22,1,burkinafaso,Kourweogo,126625,8,cleanData2$adm0
3,7,2,1,3,HA,25,2750000,30,400,400,0,0,0,22,1,burkinafaso,Kourweogo,118000,8,cleanData2$adm0
2,5,2,1,3,HA,23,650000,20,350,350,0,0,0,27,1,burkinafaso,Kourweogo,73800,8,cleanData2$adm0
1,5,2,1,2,HA,15,650000,25,350,350,0,0,0,44,1,burkinafaso,Kourweogo,75000,8,cleanData2$adm0
2,5,2,1,3,HA,10,650000,17,380,380,0,0,0,27,1,burkinafaso,Kourweogo,131500,8,cleanData2$adm0
3,7,2,1,3,HA,32,650000,13,285,100,0,0,185,22,1,burkinafaso,Kourweogo,125000,0.349999994,cleanData2$adm0
1,5,2,1,2,HA,39,650000,17,280,80,0,0,200,22,1,burkinafaso,Kourweogo,140000,8,cleanData2$adm0
3,8,2,1,3,HA,33,650000,16.5,320,100,0,0,0,22,1,burkinafaso,Kourweogo,55500,8,cleanData2$adm0
3,4,2,1,3,HA,24,650000,13,355,125,0,10,220,12,1,burkinafaso,Kourweogo,125250,0.200000003,cleanData2$adm0
1,7,2,1,2,HA,42,650000,30,550,550,0,0,0,44,1,burkinafaso,Kourweogo,100000,8,cleanData2$adm0
1,5,2,1,2,HA,12,650000,30,305,305,0,0,0,44,1,burkinafaso,Kourweogo,75000,0,cleanData2$adm0
3,9,2,3,4,HA,50,650000,13,200,200,0,0,0,26,1,burkinafaso,Kourweogo,150000,0,cleanData2$adm0
2,6,2,1,2,HA,17,650000,13,290,150,0,0,140,22,1,burkinafaso,Kourweogo,134000,0,cleanData2$adm0
3,6,2,1,3.5,HA,20,650000,13,150,150,0,0,0,26,1,burkinafaso,Kourweogo,125000,0,cleanData2$adm0
2,8,2,1,3.5,HA,22,650000,25,350,350,0,0,0,44,1,burkinafaso,Kourweogo,186000,0,cleanData2$adm0
3,7,2,1,4,HA,35,650000,30,410,410,0,0,0,22,1,burkinafaso,Kourweogo,125000,0,cleanData2$adm0
1,5,2,1,2,HA,32,650000,13,280,100,0,0,180,22,1,burkinafaso,Kourweogo,85000,0,cleanData2$adm0
1,6,2,1,2,HA,12,650000,20,275,100,0,0,175,22,1,burkinafaso,Kourweogo,125000,0,cleanData2$adm0
1,4,2,1,3,HA,10,650000,13,250,250,0,0,0,12,1,burkinafaso,Kourweogo,80000,0,cleanData2$adm0
3,5,2,1,3,HA,10,650000,30,300,300,0,0,0,44,1,burkinafaso,Kourweogo,100000,0.150000006,cleanData2$adm0
2,12,2,1,0,HA,20,650000,75,900,670,200,50,100,27,1,burkinafaso,Oubritenga,275000,8,cleanData2$adm0
2,18,2,1,0,HA,17,3000000,75,800,680,100,50,100,27,2,burkinafaso,Oubritenga,300000,8,cleanData2$adm0
1,5,2,1,0,HA,15,650000,75,500,480,0,50,100,27,2,burkinafaso,Oubritenga,100000,25,cleanData2$adm0
2,12,2,1,0,HA,27,650000,75,600,580,0,200,100,27,1,burkinafaso,Oubritenga,10000,20,cleanData2$adm0
2,11,2,1,0,HA,7,650000,100,700,690,0,100,100,27,1,burkinafaso,Oubritenga,70000,75,cleanData2$adm0
1,5,2,1,0,HA,50,650000,80,500,470,20,100,100,27,2,burkinafaso,Oubritenga,80000,8,cleanData2$adm0
1,3,2,1,0,HA,2,650000,90,300,284,6,25,100,27,2,burkinafaso,Oubritenga,35000,150,cleanData2$adm0
1,7,2,1,0,HA,17,650000,45,300,275,10,100,100,27,1,burkinafaso,Oubritenga,460000,25,cleanData2$adm0
3,22,2,1,0,HA,20,650000,60,2000,1980,0,100,100,44,2,burkinafaso,Oubritenga,275000,125,cleanData2$adm0
1,3,2,1,0,HA,40,650000,75,300,289,5,10,100,27,2,burkinafaso,Oubritenga,60000,90,cleanData2$adm0
2,18,2,1,0,HA,50,650000,60,500,500,0,100,0,27,2,burkinafaso,Oubritenga,65000,8,cleanData2$adm0
1,8,2,1,0,HA,15,650000,70,500,480,5,10,100,27,2,burkinafaso,Oubritenga,75000,8,cleanData2$adm0
1,6,2,1,0,HA,25,650000,50,500,430,5,15,50,27,2,burkinafaso,Oubritenga,110000,50,cleanData2$adm0
1,7,2,1,0,HA,13,650000,70,600,585,5,10,0,44,2,burkinafaso,Oubritenga,80000,8,cleanData2$adm0
2,12,2,1,0,HA,30,650000,50,1000,982,10,30,100,27,2,burkinafaso,Oubritenga,160000,8,cleanData2$adm0
1,3,2,1,0,HA,50,650000,30,200,195,0,0,0,27,2,burkinafaso,Oubritenga,80000,8,cleanData2$adm0
1,8,2,1,0,HA,20,650000,50,150,145,0,0,0,44,2,burkinafaso,Oubritenga,20000,8,cleanData2$adm0
1,6,2,1,5,HA,10,300000,80,800,600,0,150,150,44,1,burkinafaso,Oudalan,45000,25,cleanData2$adm0
1,5,2,1,6,HA,25,105000,90,5000,4000,0,200,800,44,1,burkinafaso,Oudalan,240000,20,cleanData2$adm0
2,9,2,1,12,HA,4,150000,95,5000,3000,0,100,1900,27,2,burkinafaso,Oudalan,475000,25,cleanData2$adm0
2,11,2,1,3,HA,24,150000,70,8000,6000,0,200,1800,44,2,burkinafaso,Oudalan,360000,10,cleanData2$adm0
1,8,2,1,5,HA,10,200000,100,38000,36000,0,300,1880,44,1,burkinafaso,Oudalan,1410000,40,cleanData2$adm0
1,8,2,1,6,HA,30,300000,100,39100,36800,0,460,1840,44,1,burkinafaso,Oudalan,1000000,60,cleanData2$adm0
1,2,2,1,5,HA,8,100000,90,4000,3000,0,150,850,44,2,burkinafaso,Oudalan,255000,75,cleanData2$adm0
1,6,2,1,5,HA,15,400000,85,12000,10000,0,500,1500,44,1,burkinafaso,Oudalan,410000,45,cleanData2$adm0
2,5,2,1,7,HA,30,150000,95,27000,15000,0,500,11500,27,1,burkinafaso,Oudalan,3450000,0,cleanData2$adm0
1,4,2,1,10,HA,40,200000,85,4000,3000,0,200,700,27,1,burkinafaso,Oudalan,210000,10,cleanData2$adm0
1,4,2,1,10,HA,20,100000,90,6500,5000,0,100,500,27,1,burkinafaso,Oudalan,150000,0,cleanData2$adm0
1,3,2,1,6,HA,40,150000,70,6000,4000,0,500,1000,27,1,burkinafaso,Oudalan,300000,0,cleanData2$adm0
2,5,2,1,7,HA,38,200000,85,7000,5000,0,150,1000,27,1,burkinafaso,Oudalan,300000,10,cleanData2$adm0
1,3,2,1,6,HA,40,150000,75,5000,4000,0,90,600,27,1,burkinafaso,Oudalan,180000,20,cleanData2$adm0
1,34,2,1,7,HA,40,1700000,22.21999931,12750,2150,100,0,0,44,1,burkinafaso,Passore,909500,200000,cleanData2$adm0
1,24,2,1,5,HA,20,2000000,11.48999977,2550,700,0,100,100,27,1,burkinafaso,Passore,1362750,500000,cleanData2$adm0
1,17,2,1,4.1300001139999996,HA,40,5000000,48.47999954,7350,1350,100,500,100,44,1,burkinafaso,Passore,429080,100000,cleanData2$adm0
1,15,2,1,4.050000191,HA,4,2500000,67.41999817,10500,1350,150,0,0,44,1,burkinafaso,Passore,511500,110000,cleanData2$adm0
1,16,2,1,2.6500000950000002,HA,20,4500000,56.59999847,4750,660,0,840,38,27,1,burkinafaso,Passore,202500,25000,cleanData2$adm0
1,41,2,1,5.75,HA,30,5000000,17.38999939,3200,200,0,600,100,44,1,burkinafaso,Passore,539600,0,cleanData2$adm0
1,9,2,1,4.1300001139999996,HA,2,1300000,48.47999954,7000,960,40,500,100,44,2,burkinafaso,Passore,337260,350000,cleanData2$adm0
1,12,2,1,3.369999886,HA,7,1500000,22.23999977,2650,350,50,200,100,44,1,burkinafaso,Passore,388400,25000,cleanData2$adm0
1,16,2,1,4.650000095,HA,5,1675000,65.75,9600,610,50,1800,100,44,1,burkinafaso,Passore,215800,60000,cleanData2$adm0
1,23,2,1,4.699999809,HA,15,2250000,12.19999981,3200,480,20,350,100,44,2,burkinafaso,Passore,510000,85000,cleanData2$adm0
1,24,2,1,5,HA,60,30000000,100,18500,3450,150,650,100,44,1,burkinafaso,Passore,738250,150000,cleanData2$adm0
1,15,2,1,3,HA,10,3000000,100,10800,1780,20,750,100,44,1,burkinafaso,Passore,514600,1000000,cleanData2$adm0
1,14,2,1,4.019999981,HA,45,3000000,37.31000137,5000,470,30,775,100,44,2,burkinafaso,Passore,183000,350000,cleanData2$adm0
1,12,2,1,3.130000114,HA,7,950000,32,3400,325,50,475,100,44,1,burkinafaso,Passore,948000,154000,cleanData2$adm0
1,14,2,1,3,HA,2,3000000,100,9900,820,20,1660,100,27,2,burkinafaso,Passore,427500,150000,cleanData2$adm0
1,15,2,1,4.079999924,HA,8,5000000,36.75999832,4750,575,25,675,100,27,2,burkinafaso,Passore,196800,100000,cleanData2$adm0
1,9,2,1,2.6500000950000002,HA,70,1100000,18.87000084,1500,150,0,275,0,44,2,burkinafaso,Passore,196000,70000,cleanData2$adm0
1,13,2,1,5,HA,30,2350000,26,1600,1450,30,0,50,44,2,burkinafaso,Passore,627950,5000,cleanData2$adm0
1,23,2,1,3.5,HA,4,2650000,30.299999239999998,7200,1165,25,500,0,24,2,burkinafaso,Passore,486600,205000,cleanData2$adm0
1,8,2,1,2.0999999049999998,HA,16,351000,23.80999947,1800,250,0,175,100,44,2,burkinafaso,Passore,205200,100000,cleanData2$adm0
1,9,2,1,4.25,HA,23,2700000,23.53000069,3600,475,50,300,100,44,2,burkinafaso,Passore,300120,10000,cleanData2$adm0
1,20,2,1,4.800000191,HA,50,5350000,10.42000008,1700,205,30,165,100,44,2,burkinafaso,Passore,732200,100000,cleanData2$adm0
1,4,2,1,3,HA,10,47000,30,324,324,0,0,0,44,2,burkinafaso,Noumbiel,48000,0,cleanData2$adm0
2,8,2,1,5,HA,7,150000,35,300,300,0,0,0,44,2,burkinafaso,Noumbiel,124000,35,cleanData2$adm0
1,6,2,1,5,HA,15,300000,60,2000,2000,0,0,0,26,2,burkinafaso,Noumbiel,490000,0,cleanData2$adm0
1,6,2,1,5,HA,10,650000,40,432,216,0,0,108,44,2,burkinafaso,Noumbiel,84000,0,cleanData2$adm0
1,4,2,1,4,HA,10,50000,60,294,294,0,0,0,26,2,burkinafaso,Noumbiel,80000,0,cleanData2$adm0
2,6,2,1,5,HA,20,100000,40,1080,1080,0,0,0,44,2,burkinafaso,Noumbiel,60000,0,cleanData2$adm0
3,18,2,1,4,HA,14,100000,30,392,392,0,0,0,44,1,burkinafaso,Noumbiel,300000,0,cleanData2$adm0
1,4,2,1,5,HA,20,200000,40,200,200,0,0,0,44,1,burkinafaso,Noumbiel,300000,0,cleanData2$adm0
